region	chr	midPos	Nsites
(494893,495392)(494900,495399)(494900,495400)	Mt	495150	501	0.025575
(494993,495492)(495000,495499)(495000,495500)	Mt	495250	501	0.028493
(495093,495592)(495100,495599)(495100,495600)	Mt	495350	501	0.031044
(495193,495692)(495200,495699)(495200,495700)	Mt	495450	501	0.032757
(495293,495792)(495300,495799)(495300,495800)	Mt	495550	501	0.028211
(495393,495892)(495400,495899)(495400,495900)	Mt	495650	501	0.030861
(495493,495992)(495500,495999)(495500,496000)	Mt	495750	501	0.027652
(495593,496092)(495600,496099)(495600,496100)	Mt	495850	501	0.027343
(495693,496192)(495700,496199)(495700,496200)	Mt	495950	501	0.023850
(495793,496292)(495800,496299)(495800,496300)	Mt	496050	501	0.025852
(495893,496392)(495900,496399)(495900,496400)	Mt	496150	501	0.022567
(495993,496492)(496000,496499)(496000,496500)	Mt	496250	501	0.028254
(496093,496592)(496100,496599)(496100,496600)	Mt	496350	501	0.027568
(496193,496692)(496200,496699)(496200,496700)	Mt	496450	501	0.031342
(496293,496792)(496300,496799)(496300,496800)	Mt	496550	501	0.029193
(496393,496892)(496400,496899)(496400,496900)	Mt	496650	501	0.031276
(496493,496992)(496500,496999)(496500,497000)	Mt	496750	501	0.026913
(496593,497092)(496600,497099)(496600,497100)	Mt	496850	501	0.023446
(496693,497192)(496700,497199)(496700,497200)	Mt	496950	501	0.020153
(496793,497292)(496800,497299)(496800,497300)	Mt	497050	501	0.019266
(496893,497392)(496900,497399)(496900,497400)	Mt	497150	501	0.015810
(496993,497492)(497000,497499)(497000,497500)	Mt	497250	501	0.019533
(497093,497592)(497100,497599)(497100,497600)	Mt	497350	501	0.025123
(497193,497692)(497200,497699)(497200,497700)	Mt	497450	501	0.026668
(497293,497792)(497300,497799)(497300,497800)	Mt	497550	501	0.029388
(497393,497892)(497400,497899)(497400,497900)	Mt	497650	501	0.032115
(497493,497992)(497500,497999)(497500,498000)	Mt	497750	501	0.030139
(497593,498092)(497600,498099)(497600,498100)	Mt	497850	501	0.029543
(497693,498192)(497700,498199)(497700,498200)	Mt	497950	501	0.028584
(497793,498292)(497800,498299)(497800,498300)	Mt	498050	501	0.029820
(497893,498392)(497900,498399)(497900,498400)	Mt	498150	501	0.029330
(497993,498492)(498000,498499)(498000,498500)	Mt	498250	501	0.030543
(498093,498592)(498100,498599)(498100,498600)	Mt	498350	501	0.027132
(498193,498692)(498200,498699)(498200,498700)	Mt	498450	501	0.028267
(498293,498792)(498300,498799)(498300,498800)	Mt	498550	501	0.028086
(498393,498892)(498400,498899)(498400,498900)	Mt	498650	501	0.030468
(498493,498992)(498500,498999)(498500,499000)	Mt	498750	501	0.028395
(498593,499092)(498600,499099)(498600,499100)	Mt	498850	501	0.027966
(498693,499192)(498700,499199)(498700,499200)	Mt	498950	501	0.028076
(498793,499292)(498800,499299)(498800,499300)	Mt	499050	501	0.024340
(498893,499392)(498900,499399)(498900,499400)	Mt	499150	501	0.021690
(498993,499492)(499000,499499)(499000,499500)	Mt	499250	501	0.024628
(499093,499592)(499100,499599)(499100,499600)	Mt	499350	501	0.025709
(499193,499692)(499200,499699)(499200,499700)	Mt	499450	501	0.023283
(499293,499792)(499300,499799)(499300,499800)	Mt	499550	501	0.024443
(499393,499892)(499400,499899)(499400,499900)	Mt	499650	501	0.023557
(499493,499992)(499500,499999)(499500,500000)	Mt	499750	501	0.020501
(499593,500092)(499600,500099)(499600,500100)	Mt	499850	501	0.023366
(499693,500192)(499700,500199)(499700,500200)	Mt	499950	501	0.024948
(499793,500292)(499800,500299)(499800,500300)	Mt	500050	501	0.026444
(499893,500392)(499900,500399)(499900,500400)	Mt	500150	501	0.027978
(499993,500492)(500000,500499)(500000,500500)	Mt	500250	501	0.028998
(500093,500592)(500100,500599)(500100,500600)	Mt	500350	501	0.024446
(500193,500692)(500200,500699)(500200,500700)	Mt	500450	501	0.023832
(500293,500792)(500300,500799)(500300,500800)	Mt	500550	501	0.023334
(500393,500892)(500400,500899)(500400,500900)	Mt	500650	501	0.025966
(500493,500992)(500500,500999)(500500,501000)	Mt	500750	501	0.025844
(500593,501092)(500600,501099)(500600,501100)	Mt	500850	501	0.028861
(500693,501192)(500700,501199)(500700,501200)	Mt	500950	501	0.028416
(500793,501292)(500800,501299)(500800,501300)	Mt	501050	501	0.032462
(500893,501392)(500900,501399)(500900,501400)	Mt	501150	501	0.028986
(500993,501492)(501000,501499)(501000,501500)	Mt	501250	501	0.027536
(501093,501592)(501100,501599)(501100,501600)	Mt	501350	501	0.029323
(501193,501692)(501200,501699)(501200,501700)	Mt	501450	501	0.029521
(501293,501792)(501300,501799)(501300,501800)	Mt	501550	501	0.026229
(501393,501892)(501400,501899)(501400,501900)	Mt	501650	501	0.024887
(501493,501992)(501500,501999)(501500,502000)	Mt	501750	501	0.025785
(501593,502092)(501600,502099)(501600,502100)	Mt	501850	501	0.020121
(501693,502192)(501700,502199)(501700,502200)	Mt	501950	501	0.021375
(501793,502292)(501800,502299)(501800,502300)	Mt	502050	501	0.020004
(501893,502392)(501900,502399)(501900,502400)	Mt	502150	501	0.023012
(501993,502492)(502000,502499)(502000,502500)	Mt	502250	501	0.022654
(502093,502592)(502100,502599)(502100,502600)	Mt	502350	501	0.025322
(502193,502692)(502200,502699)(502200,502700)	Mt	502450	501	0.022600
(502293,502792)(502300,502799)(502300,502800)	Mt	502550	501	0.025119
(502393,502892)(502400,502899)(502400,502900)	Mt	502650	501	0.022528
(502493,502992)(502500,502999)(502500,503000)	Mt	502750	501	0.023405
(502593,503092)(502600,503099)(502600,503100)	Mt	502850	501	0.022956
(502693,503192)(502700,503199)(502700,503200)	Mt	502950	501	0.027373
(502793,503292)(502800,503299)(502800,503300)	Mt	503050	501	0.027348
(502893,503392)(502900,503399)(502900,503400)	Mt	503150	501	0.027902
(502993,503492)(503000,503499)(503000,503500)	Mt	503250	501	0.028596
(503093,503592)(503100,503599)(503100,503600)	Mt	503350	501	0.027990
(503193,503692)(503200,503699)(503200,503700)	Mt	503450	501	0.025781
(503293,503792)(503300,503799)(503300,503800)	Mt	503550	501	0.023042
(503393,503892)(503400,503899)(503400,503900)	Mt	503650	501	0.023990
(503493,503992)(503500,503999)(503500,504000)	Mt	503750	501	0.022244
(503593,504092)(503600,504099)(503600,504100)	Mt	503850	501	0.024269
(503693,504192)(503700,504199)(503700,504200)	Mt	503950	501	0.025680
(503793,504292)(503800,504299)(503800,504300)	Mt	504050	501	0.029477
(503893,504392)(503900,504399)(503900,504400)	Mt	504150	501	0.030259
(503993,504492)(504000,504499)(504000,504500)	Mt	504250	501	0.031376
(504093,504592)(504100,504599)(504100,504600)	Mt	504350	501	0.029873
(504193,504692)(504200,504699)(504200,504700)	Mt	504450	501	0.031005
(504293,504792)(504300,504799)(504300,504800)	Mt	504550	501	0.026542
(504393,504892)(504400,504899)(504400,504900)	Mt	504650	501	0.027848
(504493,504992)(504500,504999)(504500,505000)	Mt	504750	501	0.027265
(504593,505092)(504600,505099)(504600,505100)	Mt	504850	501	0.027912
(504693,505192)(504700,505199)(504700,505200)	Mt	504950	501	0.024785
(504793,505292)(504800,505299)(504800,505300)	Mt	505050	501	0.026144
(504893,505392)(504900,505399)(504900,505400)	Mt	505150	501	0.023904
(504993,505492)(505000,505499)(505000,505500)	Mt	505250	501	0.024885
(505093,505592)(505100,505599)(505100,505600)	Mt	505350	501	0.022840
(505193,505692)(505200,505699)(505200,505700)	Mt	505450	501	0.022414
(505293,505792)(505300,505799)(505300,505800)	Mt	505550	501	0.023842
(505393,505892)(505400,505899)(505400,505900)	Mt	505650	501	0.027362
(505493,505992)(505500,505999)(505500,506000)	Mt	505750	501	0.027075
(505593,506092)(505600,506099)(505600,506100)	Mt	505850	501	0.026694
(505693,506192)(505700,506199)(505700,506200)	Mt	505950	501	0.025203
(505793,506292)(505800,506299)(505800,506300)	Mt	506050	501	0.023821
(505893,506392)(505900,506399)(505900,506400)	Mt	506150	501	0.021411
(505993,506492)(506000,506499)(506000,506500)	Mt	506250	501	0.018810
(506093,506592)(506100,506599)(506100,506600)	Mt	506350	501	0.019929
(506193,506692)(506200,506699)(506200,506700)	Mt	506450	501	0.025518
(506293,506792)(506300,506799)(506300,506800)	Mt	506550	501	0.026548
(506393,506892)(506400,506899)(506400,506900)	Mt	506650	501	0.024711
(506493,506992)(506500,506999)(506500,507000)	Mt	506750	501	0.024902
(506593,507092)(506600,507099)(506600,507100)	Mt	506850	501	0.025687
(506693,507192)(506700,507199)(506700,507200)	Mt	506950	501	0.023226
(506793,507292)(506800,507299)(506800,507300)	Mt	507050	501	0.022846
(506893,507392)(506900,507399)(506900,507400)	Mt	507150	501	0.024932
(506993,507492)(507000,507499)(507000,507500)	Mt	507250	501	0.027759
(507093,507592)(507100,507599)(507100,507600)	Mt	507350	501	0.030078
(507193,507692)(507200,507699)(507200,507700)	Mt	507450	501	0.028146
(507293,507792)(507300,507799)(507300,507800)	Mt	507550	501	0.026234
(507393,507892)(507400,507899)(507400,507900)	Mt	507650	501	0.025336
(507493,507992)(507500,507999)(507500,508000)	Mt	507750	501	0.023452
(507593,508092)(507600,508099)(507600,508100)	Mt	507850	501	0.020239
(507693,508192)(507700,508199)(507700,508200)	Mt	507950	501	0.020934
(507793,508292)(507800,508299)(507800,508300)	Mt	508050	501	0.025706
(507893,508392)(507900,508399)(507900,508400)	Mt	508150	501	0.026121
(507993,508492)(508000,508499)(508000,508500)	Mt	508250	501	0.031628
(508093,508592)(508100,508599)(508100,508600)	Mt	508350	501	0.032344
(508193,508692)(508200,508699)(508200,508700)	Mt	508450	501	0.033005
(508293,508792)(508300,508799)(508300,508800)	Mt	508550	501	0.029366
(508393,508892)(508400,508899)(508400,508900)	Mt	508650	501	0.029459
(508493,508992)(508500,508999)(508500,509000)	Mt	508750	501	0.025847
(508593,509092)(508600,509099)(508600,509100)	Mt	508850	501	0.026364
(508693,509192)(508700,509199)(508700,509200)	Mt	508950	501	0.029229
(508793,509292)(508800,509299)(508800,509300)	Mt	509050	501	0.030366
(508893,509392)(508900,509399)(508900,509400)	Mt	509150	501	0.029277
(508993,509492)(509000,509499)(509000,509500)	Mt	509250	501	0.029545
(509093,509592)(509100,509599)(509100,509600)	Mt	509350	501	0.027954
(509193,509692)(509200,509699)(509200,509700)	Mt	509450	501	0.023384
(509293,509792)(509300,509799)(509300,509800)	Mt	509550	501	0.022582
(509393,509892)(509400,509899)(509400,509900)	Mt	509650	501	0.025107
(509493,509992)(509500,509999)(509500,510000)	Mt	509750	501	0.023887
(509593,510092)(509600,510099)(509600,510100)	Mt	509850	501	0.028470
(509693,510192)(509700,510199)(509700,510200)	Mt	509950	501	0.031566
(509793,510292)(509800,510299)(509800,510300)	Mt	510050	501	0.032941
(509893,510392)(509900,510399)(509900,510400)	Mt	510150	501	0.030493
(509993,510492)(510000,510499)(510000,510500)	Mt	510250	501	0.032088
(510093,510592)(510100,510599)(510100,510600)	Mt	510350	501	0.028774
(510193,510692)(510200,510699)(510200,510700)	Mt	510450	501	0.029546
(510293,510792)(510300,510799)(510300,510800)	Mt	510550	501	0.026345
(510393,510892)(510400,510899)(510400,510900)	Mt	510650	501	0.025007
(510493,510992)(510500,510999)(510500,511000)	Mt	510750	501	0.024265
(510593,511092)(510600,511099)(510600,511100)	Mt	510850	501	0.024255
(510693,511192)(510700,511199)(510700,511200)	Mt	510950	501	0.024728
(510793,511292)(510800,511299)(510800,511300)	Mt	511050	501	0.028895
(510893,511392)(510900,511399)(510900,511400)	Mt	511150	501	0.031966
(510993,511492)(511000,511499)(511000,511500)	Mt	511250	501	0.030855
(511093,511592)(511100,511599)(511100,511600)	Mt	511350	501	0.030853
(511193,511692)(511200,511699)(511200,511700)	Mt	511450	501	0.029209
(511293,511792)(511300,511799)(511300,511800)	Mt	511550	501	0.027766
(511393,511892)(511400,511899)(511400,511900)	Mt	511650	501	0.025508
(511493,511992)(511500,511999)(511500,512000)	Mt	511750	501	0.027225
(511593,512092)(511600,512099)(511600,512100)	Mt	511850	501	0.026376
(511693,512192)(511700,512199)(511700,512200)	Mt	511950	501	0.027800
(511793,512292)(511800,512299)(511800,512300)	Mt	512050	501	0.027685
(511893,512392)(511900,512399)(511900,512400)	Mt	512150	501	0.026460
(511993,512492)(512000,512499)(512000,512500)	Mt	512250	501	0.023357
(512093,512592)(512100,512599)(512100,512600)	Mt	512350	501	0.023857
(512193,512692)(512200,512699)(512200,512700)	Mt	512450	501	0.022204
(512293,512792)(512300,512799)(512300,512800)	Mt	512550	501	0.020755
(512393,512892)(512400,512899)(512400,512900)	Mt	512650	501	0.022389
(512493,512992)(512500,512999)(512500,513000)	Mt	512750	501	0.023951
(512593,513092)(512600,513099)(512600,513100)	Mt	512850	501	0.024934
(512693,513192)(512700,513199)(512700,513200)	Mt	512950	501	0.024258
(512793,513292)(512800,513299)(512800,513300)	Mt	513050	501	0.024596
(512893,513392)(512900,513399)(512900,513400)	Mt	513150	501	0.026993
(512993,513492)(513000,513499)(513000,513500)	Mt	513250	501	0.028817
(513093,513592)(513100,513599)(513100,513600)	Mt	513350	501	0.028790
(513193,513692)(513200,513699)(513200,513700)	Mt	513450	501	0.028462
(513293,513792)(513300,513799)(513300,513800)	Mt	513550	501	0.028077
(513393,513892)(513400,513899)(513400,513900)	Mt	513650	501	0.026143
(513493,513992)(513500,513999)(513500,514000)	Mt	513750	501	0.023582
(513593,514092)(513600,514099)(513600,514100)	Mt	513850	501	0.023724
(513693,514192)(513700,514199)(513700,514200)	Mt	513950	501	0.022007
(513793,514292)(513800,514299)(513800,514300)	Mt	514050	501	0.022805
(513893,514392)(513900,514399)(513900,514400)	Mt	514150	501	0.020681
(513993,514492)(514000,514499)(514000,514500)	Mt	514250	501	0.023639
(514093,514592)(514100,514599)(514100,514600)	Mt	514350	501	0.024489
(514193,514692)(514200,514699)(514200,514700)	Mt	514450	501	0.025724
(514293,514792)(514300,514799)(514300,514800)	Mt	514550	501	0.024372
(514393,514892)(514400,514899)(514400,514900)	Mt	514650	501	0.028798
(514493,514992)(514500,514999)(514500,515000)	Mt	514750	501	0.027262
(514593,515092)(514600,515099)(514600,515100)	Mt	514850	501	0.025129
(514693,515192)(514700,515199)(514700,515200)	Mt	514950	501	0.025506
(514793,515292)(514800,515299)(514800,515300)	Mt	515050	501	0.025985
(514893,515392)(514900,515399)(514900,515400)	Mt	515150	501	0.024798
(514993,515492)(515000,515499)(515000,515500)	Mt	515250	501	0.024105
(515093,515592)(515100,515599)(515100,515600)	Mt	515350	501	0.025753
(515193,515692)(515200,515699)(515200,515700)	Mt	515450	501	0.025205
(515293,515792)(515300,515799)(515300,515800)	Mt	515550	501	0.024909
(515393,515892)(515400,515899)(515400,515900)	Mt	515650	501	0.022515
(515493,515992)(515500,515999)(515500,516000)	Mt	515750	501	0.024871
(515593,516092)(515600,516099)(515600,516100)	Mt	515850	501	0.024057
(515693,516192)(515700,516199)(515700,516200)	Mt	515950	501	0.023057
(515793,516292)(515800,516299)(515800,516300)	Mt	516050	501	0.028011
(515893,516392)(515900,516399)(515900,516400)	Mt	516150	501	0.030831
(515993,516492)(516000,516499)(516000,516500)	Mt	516250	501	0.030099
(516093,516592)(516100,516599)(516100,516600)	Mt	516350	501	0.030382
(516193,516692)(516200,516699)(516200,516700)	Mt	516450	501	0.031769
(516293,516792)(516300,516799)(516300,516800)	Mt	516550	501	0.027299
(516393,516892)(516400,516899)(516400,516900)	Mt	516650	501	0.028502
(516493,516992)(516500,516999)(516500,517000)	Mt	516750	501	0.026832
(516593,517092)(516600,517099)(516600,517100)	Mt	516850	501	0.025422
(516693,517192)(516700,517199)(516700,517200)	Mt	516950	501	0.025657
(516793,517292)(516800,517299)(516800,517300)	Mt	517050	501	0.025533
(516893,517392)(516900,517399)(516900,517400)	Mt	517150	501	0.022346
(516993,517492)(517000,517499)(517000,517500)	Mt	517250	501	0.022868
(517093,517592)(517100,517599)(517100,517600)	Mt	517350	501	0.024680
(517193,517692)(517200,517699)(517200,517700)	Mt	517450	501	0.024718
(517293,517792)(517300,517799)(517300,517800)	Mt	517550	501	0.025744
(517393,517892)(517400,517899)(517400,517900)	Mt	517650	501	0.028707
(517493,517992)(517500,517999)(517500,518000)	Mt	517750	501	0.029377
(517593,518092)(517600,518099)(517600,518100)	Mt	517850	501	0.027887
(517693,518192)(517700,518199)(517700,518200)	Mt	517950	501	0.029319
(517793,518292)(517800,518299)(517800,518300)	Mt	518050	501	0.029981
(517893,518392)(517900,518399)(517900,518400)	Mt	518150	501	0.030401
(517993,518492)(518000,518499)(518000,518500)	Mt	518250	501	0.028827
(518093,518592)(518100,518599)(518100,518600)	Mt	518350	501	0.029048
(518193,518692)(518200,518699)(518200,518700)	Mt	518450	501	0.029292
(518293,518792)(518300,518799)(518300,518800)	Mt	518550	501	0.028508
(518393,518892)(518400,518899)(518400,518900)	Mt	518650	501	0.026002
(518493,518992)(518500,518999)(518500,519000)	Mt	518750	501	0.025351
(518593,519092)(518600,519099)(518600,519100)	Mt	518850	501	0.026372
(518693,519192)(518700,519199)(518700,519200)	Mt	518950	501	0.024267
(518793,519292)(518800,519299)(518800,519300)	Mt	519050	501	0.022821
(518893,519392)(518900,519399)(518900,519400)	Mt	519150	501	0.024819
(518993,519492)(519000,519499)(519000,519500)	Mt	519250	501	0.030149
(519093,519592)(519100,519599)(519100,519600)	Mt	519350	501	0.028566
(519193,519692)(519200,519699)(519200,519700)	Mt	519450	501	0.028005
(519293,519792)(519300,519799)(519300,519800)	Mt	519550	501	0.029384
(519393,519892)(519400,519899)(519400,519900)	Mt	519650	501	0.026673
(519493,519992)(519500,519999)(519500,520000)	Mt	519750	501	0.021968
(519593,520092)(519600,520099)(519600,520100)	Mt	519850	501	0.023713
(519693,520192)(519700,520199)(519700,520200)	Mt	519950	501	0.024403
(519793,520292)(519800,520299)(519800,520300)	Mt	520050	501	0.026124
(519893,520392)(519900,520399)(519900,520400)	Mt	520150	501	0.025257
(519993,520492)(520000,520499)(520000,520500)	Mt	520250	501	0.024724
(520093,520592)(520100,520599)(520100,520600)	Mt	520350	501	0.024868
(520193,520692)(520200,520699)(520200,520700)	Mt	520450	501	0.028164
(520293,520792)(520300,520799)(520300,520800)	Mt	520550	501	0.028864
(520393,520892)(520400,520899)(520400,520900)	Mt	520650	501	0.030555
(520493,520992)(520500,520999)(520500,521000)	Mt	520750	501	0.031247
(520593,521092)(520600,521099)(520600,521100)	Mt	520850	501	0.030251
(520693,521192)(520700,521199)(520700,521200)	Mt	520950	501	0.029301
(520793,521292)(520800,521299)(520800,521300)	Mt	521050	501	0.026402
(520893,521392)(520900,521399)(520900,521400)	Mt	521150	501	0.024842
(520993,521492)(521000,521499)(521000,521500)	Mt	521250	501	0.024052
(521093,521592)(521100,521599)(521100,521600)	Mt	521350	501	0.025833
(521193,521692)(521200,521699)(521200,521700)	Mt	521450	501	0.024336
(521293,521792)(521300,521799)(521300,521800)	Mt	521550	501	0.025294
(521393,521892)(521400,521899)(521400,521900)	Mt	521650	501	0.028395
(521493,521992)(521500,521999)(521500,522000)	Mt	521750	501	0.029240
(521593,522092)(521600,522099)(521600,522100)	Mt	521850	501	0.029305
(521693,522192)(521700,522199)(521700,522200)	Mt	521950	501	0.031139
(521793,522292)(521800,522299)(521800,522300)	Mt	522050	501	0.030451
(521893,522392)(521900,522399)(521900,522400)	Mt	522150	501	0.028338
(521993,522492)(522000,522499)(522000,522500)	Mt	522250	501	0.028876
(522093,522592)(522100,522599)(522100,522600)	Mt	522350	501	0.028317
(522193,522692)(522200,522699)(522200,522700)	Mt	522450	501	0.029253
(522293,522792)(522300,522799)(522300,522800)	Mt	522550	501	0.030133
(522393,522892)(522400,522899)(522400,522900)	Mt	522650	501	0.030036
(522493,522992)(522500,522999)(522500,523000)	Mt	522750	501	0.027493
(522593,523092)(522600,523099)(522600,523100)	Mt	522850	501	0.023735
(522693,523192)(522700,523199)(522700,523200)	Mt	522950	501	0.019053
(522793,523292)(522800,523299)(522800,523300)	Mt	523050	501	0.017248
(522893,523392)(522900,523399)(522900,523400)	Mt	523150	501	0.014968
(522993,523492)(523000,523499)(523000,523500)	Mt	523250	501	0.016496
(523093,523592)(523100,523599)(523100,523600)	Mt	523350	501	0.030659
(523193,523692)(523200,523699)(523200,523700)	Mt	523450	501	0.052391
(523293,523792)(523300,523799)(523300,523800)	Mt	523550	501	0.053748
(523393,523892)(523400,523899)(523400,523900)	Mt	523650	501	0.053289
(523493,523992)(523500,523999)(523500,524000)	Mt	523750	501	0.053303
(523593,524092)(523600,524099)(523600,524100)	Mt	523850	501	0.054150
(523693,524192)(523700,524199)(523700,524200)	Mt	523950	501	0.051113
(523793,524292)(523800,524299)(523800,524300)	Mt	524050	501	0.052099
(523893,524392)(523900,524399)(523900,524400)	Mt	524150	501	0.053476
(523993,524492)(524000,524499)(524000,524500)	Mt	524250	501	0.053103
(524093,524592)(524100,524599)(524100,524600)	Mt	524350	501	0.050671
(524193,524692)(524200,524699)(524200,524700)	Mt	524450	501	0.049353
(524293,524792)(524300,524799)(524300,524800)	Mt	524550	501	0.047628
(524393,524892)(524400,524899)(524400,524900)	Mt	524650	501	0.046668
(524493,524992)(524500,524999)(524500,525000)	Mt	524750	501	0.045973
(524593,525092)(524600,525099)(524600,525100)	Mt	524850	501	0.046556
(524693,525192)(524700,525199)(524700,525200)	Mt	524950	501	0.046392
(524793,525292)(524800,525299)(524800,525300)	Mt	525050	501	0.052120
(524893,525392)(524900,525399)(524900,525400)	Mt	525150	501	0.053564
(524993,525492)(525000,525499)(525000,525500)	Mt	525250	501	0.055439
(525093,525592)(525100,525599)(525100,525600)	Mt	525350	501	0.055046
(525193,525692)(525200,525699)(525200,525700)	Mt	525450	501	0.055782
(525293,525792)(525300,525799)(525300,525800)	Mt	525550	501	0.052225
(525393,525892)(525400,525899)(525400,525900)	Mt	525650	501	0.049805
(525493,525992)(525500,525999)(525500,526000)	Mt	525750	501	0.049014
(525593,526092)(525600,526099)(525600,526100)	Mt	525850	501	0.049716
(525693,526192)(525700,526199)(525700,526200)	Mt	525950	501	0.049217
(525793,526292)(525800,526299)(525800,526300)	Mt	526050	501	0.049491
(525893,526392)(525900,526399)(525900,526400)	Mt	526150	501	0.050117
(525993,526492)(526000,526499)(526000,526500)	Mt	526250	501	0.048658
(526093,526592)(526100,526599)(526100,526600)	Mt	526350	501	0.048691
(526193,526692)(526200,526699)(526200,526700)	Mt	526450	501	0.051174
(526293,526792)(526300,526799)(526300,526800)	Mt	526550	501	0.051294
(526393,526892)(526400,526899)(526400,526900)	Mt	526650	501	0.050134
(526493,526992)(526500,526999)(526500,527000)	Mt	526750	501	0.051275
(526593,527092)(526600,527099)(526600,527100)	Mt	526850	501	0.054314
(526693,527192)(526700,527199)(526700,527200)	Mt	526950	501	0.054009
(526793,527292)(526800,527299)(526800,527300)	Mt	527050	501	0.053247
(526893,527392)(526900,527399)(526900,527400)	Mt	527150	501	0.053401
(526993,527492)(527000,527499)(527000,527500)	Mt	527250	501	0.054083
(527093,527592)(527100,527599)(527100,527600)	Mt	527350	501	0.050214
(527193,527692)(527200,527699)(527200,527700)	Mt	527450	501	0.052612
(527293,527792)(527300,527799)(527300,527800)	Mt	527550	501	0.053531
(527393,527892)(527400,527899)(527400,527900)	Mt	527650	501	0.054880
(527493,527992)(527500,527999)(527500,528000)	Mt	527750	501	0.053608
(527593,528092)(527600,528099)(527600,528100)	Mt	527850	501	0.053920
(527693,528192)(527700,528199)(527700,528200)	Mt	527950	501	0.050441
(527793,528292)(527800,528299)(527800,528300)	Mt	528050	501	0.049971
(527893,528392)(527900,528399)(527900,528400)	Mt	528150	501	0.049366
(527993,528492)(528000,528499)(528000,528500)	Mt	528250	501	0.050215
(528093,528592)(528100,528599)(528100,528600)	Mt	528350	501	0.051522
(528193,528692)(528200,528699)(528200,528700)	Mt	528450	501	0.052759
(528293,528792)(528300,528799)(528300,528800)	Mt	528550	501	0.052576
(528393,528892)(528400,528899)(528400,528900)	Mt	528650	501	0.051648
(528493,528992)(528500,528999)(528500,529000)	Mt	528750	501	0.053716
(528593,529092)(528600,529099)(528600,529100)	Mt	528850	501	0.053009
(528693,529192)(528700,529199)(528700,529200)	Mt	528950	501	0.051239
(528793,529292)(528800,529299)(528800,529300)	Mt	529050	501	0.054690
(528893,529392)(528900,529399)(528900,529400)	Mt	529150	501	0.055771
(528993,529492)(529000,529499)(529000,529500)	Mt	529250	501	0.053720
(529093,529592)(529100,529599)(529100,529600)	Mt	529350	501	0.054691
(529193,529692)(529200,529699)(529200,529700)	Mt	529450	501	0.057346
(529293,529792)(529300,529799)(529300,529800)	Mt	529550	501	0.056246
(529393,529892)(529400,529899)(529400,529900)	Mt	529650	501	0.055450
(529493,529992)(529500,529999)(529500,530000)	Mt	529750	501	0.058054
(529593,530092)(529600,530099)(529600,530100)	Mt	529850	501	0.057666
(529693,530192)(529700,530199)(529700,530200)	Mt	529950	501	0.056559
(529793,530292)(529800,530299)(529800,530300)	Mt	530050	501	0.054672
(529893,530392)(529900,530399)(529900,530400)	Mt	530150	501	0.057506
(529993,530492)(530000,530499)(530000,530500)	Mt	530250	501	0.057115
(530093,530592)(530100,530599)(530100,530600)	Mt	530350	501	0.056545
(530193,530692)(530200,530699)(530200,530700)	Mt	530450	501	0.055023
(530293,530792)(530300,530799)(530300,530800)	Mt	530550	501	0.057017
(530393,530892)(530400,530899)(530400,530900)	Mt	530650	501	0.053330
(530493,530992)(530500,530999)(530500,531000)	Mt	530750	501	0.052377
(530593,531092)(530600,531099)(530600,531100)	Mt	530850	501	0.055603
(530693,531192)(530700,531199)(530700,531200)	Mt	530950	501	0.057670
(530793,531292)(530800,531299)(530800,531300)	Mt	531050	501	0.056122
(530893,531392)(530900,531399)(530900,531400)	Mt	531150	501	0.058220
(530993,531492)(531000,531499)(531000,531500)	Mt	531250	501	0.056838
(531093,531592)(531100,531599)(531100,531600)	Mt	531350	501	0.056136
(531193,531692)(531200,531699)(531200,531700)	Mt	531450	501	0.053540
(531293,531792)(531300,531799)(531300,531800)	Mt	531550	501	0.054422
(531393,531892)(531400,531899)(531400,531900)	Mt	531650	501	0.053374
(531493,531992)(531500,531999)(531500,532000)	Mt	531750	501	0.056021
(531593,532092)(531600,532099)(531600,532100)	Mt	531850	501	0.054949
(531693,532192)(531700,532199)(531700,532200)	Mt	531950	501	0.055434
(531793,532292)(531800,532299)(531800,532300)	Mt	532050	501	0.055745
(531893,532392)(531900,532399)(531900,532400)	Mt	532150	501	0.053969
(531993,532492)(532000,532499)(532000,532500)	Mt	532250	501	0.053501
(532093,532592)(532100,532599)(532100,532600)	Mt	532350	501	0.053128
(532193,532692)(532200,532699)(532200,532700)	Mt	532450	501	0.053204
(532293,532792)(532300,532799)(532300,532800)	Mt	532550	501	0.052151
(532393,532892)(532400,532899)(532400,532900)	Mt	532650	501	0.054668
(532493,532992)(532500,532999)(532500,533000)	Mt	532750	501	0.054951
(532593,533092)(532600,533099)(532600,533100)	Mt	532850	501	0.055356
(532693,533192)(532700,533199)(532700,533200)	Mt	532950	501	0.055604
(532793,533292)(532800,533299)(532800,533300)	Mt	533050	501	0.054997
(532893,533392)(532900,533399)(532900,533400)	Mt	533150	501	0.054438
(532993,533492)(533000,533499)(533000,533500)	Mt	533250	501	0.052576
(533093,533592)(533100,533599)(533100,533600)	Mt	533350	501	0.053553
(533193,533692)(533200,533699)(533200,533700)	Mt	533450	501	0.055875
(533293,533792)(533300,533799)(533300,533800)	Mt	533550	501	0.056453
(533393,533892)(533400,533899)(533400,533900)	Mt	533650	501	0.054725
(533493,533992)(533500,533999)(533500,534000)	Mt	533750	501	0.054932
(533593,534092)(533600,534099)(533600,534100)	Mt	533850	501	0.053534
